Report Number,Offense Number,Related Reports,Date/Time Dispatched,Date/Time Arrived,Incident Type,Incident Code,Force Used,Offense,Crime Class,Offense Flags,Section,Disposition,Domestic Violence,Location Beat,Location Type,Suspect Races,Suspect Juvenile,Suspect Hospitalization,Date/Time Created,Date/Time Last Update
21329939,001,"21038519,21274311,21274867,21292423,21303284,21324407,21324759,21330047",2021-08-03 05:53:52,2021-08-03 06:01:52,Burglary/Breaking & Entering,220,No,BURGLARY 2,FC,None of these Apply,HRS 708-0811,Pending Further Development,No,168,Store - Specialty,Unknown,Unknown,No,2021-08-03 05:51:35,2021-11-09 07:45:00
21328671,001,,2021-08-02 07:13:59,2021-08-02 07:22:24,Burglary/Breaking & Entering,220,No,BURGLARY 2,FC,None of these Apply,HRS 708-0811,Pending Further Development,No,865,Commercial/Office Building,Unknown,Unknown,No,2021-08-02 07:09:56,2021-09-10 15:24:24
21328905,001,21351910,2021-08-02 10:32:24,2021-08-02 10:33:11,Destruction/Damage/Vandalism of Property,290,No,CPD 1,FB,None of these Apply,HRS 708-0820,Adult Arrested / Charged,No,567,Hwy/Street/Road/Alley/Sidewalk,White,No,Yes,2021-08-02 10:26:40,2021-10-27 09:47:11
21328624,001,,2021-08-02 06:42:34,2021-08-02 06:42:34,Larceny / Theft of Motor Vehicle Parts or Accessories,23G,No,THEFT 4 - CATALYTIC CONVERTER,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,662,Other/Unknown - Non Residence,Unknown,Unknown,No,2021-08-02 06:41:05,2021-08-25 12:05:35
21328905,002,21351910,2021-08-02 10:32:24,2021-08-02 10:33:11,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Adult Arrested / Charged,No,567,Hwy/Street/Road/Alley/Sidewalk,White,No,Yes,2021-08-02 10:26:40,2021-10-27 09:47:11
21328905,003,21351910,2021-08-02 10:32:24,2021-08-02 10:33:11,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Adult Complaint Withdrawn,No,567,Hwy/Street/Road/Alley/Sidewalk,White,No,Yes,2021-08-02 10:26:40,2021-10-27 09:47:11
21329148,001,,2021-08-02 13:34:14,2021-08-02 13:37:55,Simple Assault,13B,No,ABUSE FAMILY,PM,Domestic Relationship,HRS 709-0906,Adult Arrested / Charged,Yes - Non Intimate,554,Residence/Home,Unknown,Yes,Yes,2021-08-02 13:29:23,2021-08-05 06:57:39
21328958,001,,2021-08-02 11:17:15,2021-08-02 11:19:44,Aggravated Assault,13A,No,ABUSE FAMILY,FC,Domestic Relationship,HRS 709-0906,Adult Complaint Declined,Yes - Intimate,556,Residence/Home,White,No,No,2021-08-02 10:46:14,2021-08-17 10:14:46
21324615,002,,2021-07-30 13:00:16,2021-07-30 13:10:38,All Other Offenses,90Z,No,UEMV 2,MD,None of these Apply,HRS 708-0836.6,Adult Arrested / Charged,No,877,Residence/Home,Samoan,No,No,2021-07-30 12:29:47,2021-10-12 21:10:02
21328708,001,21328707,2021-08-02 08:00:05,2021-08-02 08:00:05,Curfew/Loitering/Vagrancy Violations,90B,No,SIT/LIE PUB SIDEWALK - OUTSIDE WAIKIKI,PM,None of these Apply,RO 29-15A.2,Citation Issued,No,568,Hwy/Street/Road/Alley/Sidewalk,Filipino,No,No,2021-08-02 08:00:05,2021-08-03 07:52:27
21329930,002,"21192609,21329929",2021-08-03 04:46:07,2021-08-03 04:46:46,Drug/Narcotic Violations,35A,No,PRO DANG DRUG 3,FC,None of these Apply,HRS 712-1243,Adult Arrested / Charged,No,170,Government/Public Bldgs,"White,Hawaiian",No,No,2021-08-03 04:44:28,2021-11-02 12:56:06
21328620,001,,2021-08-02 06:36:43,2021-08-02 06:36:43,Larceny / Theft of Motor Vehicle Parts or Accessories,23G,No,THEFT 4 - CATALYTIC CONVERTER,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,255,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-02 06:34:23,2021-09-14 13:21:18
21328439,001,,2021-08-02 00:12:36,,,,No,PARKING WITHIN CCHNL,VL,None of these Apply,RO 15-14.05,Citation Issued,No,558,Hwy/Street/Road/Alley/Sidewalk,,Unknown,No,2021-08-02 00:10:04,2021-08-03 07:48:55
21329048,001,"20264856,20265283,20566809,20598897,20599776,21062157,21328221,21334097,21369130,21370031,21374379",2021-08-02 12:11:40,2021-08-02 12:16:18,All Other Offenses,90Z,No,ABUSE FAMILY,MD,Domestic Relationship,HRS 709-0906,Adult Arrested / Charged,Yes - Intimate,778,Residence/Home,White,No,No,2021-08-02 12:08:06,2021-08-29 21:02:14
21328645,001,,2021-08-02 07:05:24,2021-08-02 07:05:24,Larceny / All Other Larceny,23H,No,THEFT 3,MD,None of these Apply,HRS 708-0832,Adult Complaint Withdrawn,No,657,Other/Unknown - Residence,Unknown,Unknown,No,2021-08-02 06:47:33,2021-11-08 15:30:28
21329069,001,,2021-08-02 12:22:09,2021-08-02 12:35:24,Burglary/Breaking & Entering,220,No,BURGLARY 2,FC,None of these Apply,HRS 708-0811,Pending Further Development,No,871,School - Elem/Middle/High,Unknown,Unknown,No,2021-08-02 12:17:56,2021-09-07 15:41:45
21328186,001,,2021-08-01 19:40:32,2021-08-01 19:43:10,Simple Assault,13B,No,ASSAULT 3,MD,None of these Apply,HRS 707-0712,Adult Arrested / Charged,No,856,Residence/Home,Hawaiian,No,No,2021-08-01 19:39:05,2021-08-09 13:08:44
21329071,001,21338895,2021-08-02 12:39:33,2021-08-02 12:42:57,Aggravated Assault,13A,No,TERR THREAT 1,FC,None of these Apply,HRS 707-0716,Adult Arrested / Charged,No,558,Residence/Home,Samoan,No,No,2021-08-02 12:26:44,2021-09-27 15:53:21
21329064,001,,2021-08-02 12:45:47,,Motor Vehicle Theft,240,No,THEFT 2 - AUTO,FC,None of these Apply,HRS 708-0831,Open,No,471,Parking/Drop Lot/Garage,White,No,No,2021-08-02 12:42:38,2021-08-27 22:05:02
21327642,001,,2021-08-01 11:38:06,2021-08-01 11:57:50,Motor Vehicle Theft,240,No,THEFT 2 - MOPED,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,375,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-01 11:26:24,2021-08-19 15:28:35
21329970,001,,2021-08-03 06:13:40,2021-08-03 06:15:36,Burglary/Breaking & Entering,220,Yes,BURGLARY 1,FB,None of these Apply,HRS 708-0810,Adult Arrested / Charged,No,754,Residence/Home,"Micronesian,Other Pac. Islander",No,No,2021-08-03 06:09:33,2021-09-08 14:56:17
21328901,001,,2021-08-02 10:51:35,2021-08-02 10:51:35,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Pending Further Development,No,660,Park/Playground,Unknown,Unknown,No,2021-08-02 10:48:52,2021-08-05 10:08:41
21328891,001,21328892,2021-08-02 10:14:48,2021-08-02 10:15:47,Simple Assault,13B,No,DISORD CONDUCT,PM,None of these Apply,HRS 711-1101,Adult Arrested / Charged,No,150,Residence/Home,"Hispanic,Hawaiian",No,No,2021-08-02 10:08:21,2021-08-14 09:27:28
21329016,001,,2021-08-02 11:44:41,2021-08-02 12:03:08,All Other Offenses,90Z,No,CPD 3,MD,None of these Apply,HRS 708-0822,Pending Further Development,No,856,Rental Storage Facility,Unknown,Unknown,No,2021-08-02 11:36:43,2021-10-14 13:47:21
21327871,001,,2021-08-01 15:05:45,2021-08-01 15:08:58,Simple Assault,13B,Yes,ABUSE FAMILY,MD,Domestic Relationship,HRS 709-0906,Adult Arrested / Charged,Yes - Intimate,861,Residence/Home,Hawaiian,No,No,2021-08-01 15:03:48,2021-08-09 17:22:37
21328639,001,,2021-08-02 06:56:23,2021-08-02 06:56:23,Larceny / All Other Larceny,23H,No,THEFT 3,MD,None of these Apply,HRS 708-0832,Adult Complaint Withdrawn,No,752,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-02 06:44:01,2021-08-03 09:09:52
21328891,002,21328892,2021-08-02 10:14:48,2021-08-02 10:15:47,Weapon Law Violations,520,No,CARRY DEAD WPN,MD,None of these Apply,HRS 134-0051,Adult Arrested / Charged,No,150,Residence/Home,"Hispanic,Hawaiian",No,No,2021-08-02 10:08:21,2021-08-14 09:27:28
21328891,003,21328892,2021-08-02 10:14:48,2021-08-02 10:15:47,Simple Assault,13B,No,DISORD CONDUCT,PM,None of these Apply,HRS 711-1101,Adult Arrested / Charged,No,150,Residence/Home,Black,No,No,2021-08-02 10:08:21,2021-08-14 09:27:28
21328884,001,21329291,2021-08-02 09:59:47,2021-08-02 10:01:51,Intimidation,13C,No,TERR THREAT 1,FC,None of these Apply,HRS 707-0716,Adult Complaint Withdrawn,No,160,Other/Unknown - Non Residence,Black,No,No,2021-08-02 09:56:56,2021-11-02 07:07:48
21328539,001,,2021-08-02 03:20:17,2021-08-02 03:24:07,Simple Assault,13B,No,ABUSE FAMILY,MD,Domestic Relationship,HRS 709-0906,Adult Arrested / Charged,Yes - Intimate,556,Residence/Home,White,No,No,2021-08-02 03:14:37,2021-10-14 12:30:18
21328891,004,21328892,2021-08-02 10:14:48,2021-08-02 10:15:47,All Other Offenses,90Z,No,CRIM CONTMP CRT,MD,None of these Apply,HRS 710-1077,Adult Arrested / Charged,No,156,Residence/Home,Black,No,No,2021-08-02 10:08:21,2021-08-14 09:27:28
21328539,002,,2021-08-02 03:20:17,2021-08-02 03:24:07,Simple Assault,13B,No,ABUSE FAMILY,MD,Domestic Relationship,HRS 709-0906,Adult Arrested / Charged,Yes - Intimate,556,Residence/Home,White,No,No,2021-08-02 03:14:37,2021-10-14 12:30:18
21328539,003,,2021-08-02 03:20:17,2021-08-02 03:24:07,Simple Assault,13B,No,ABUSE FAMILY,MD,Domestic Relationship,HRS 709-0906,Adult Arrested / Charged,Yes - Intimate,556,Residence/Home,White,No,No,2021-08-02 03:14:37,2021-10-14 12:30:18
21284645,002,,2021-07-03 10:57:07,2021-07-03 11:05:23,Trespass of Real Property,90J,No,CRIMINAL TRESPASS 2,PM,None of these Apply,HRS 708-0814,Citation Issued,No,762,School - College/University,Hawaiian,No,No,2021-07-03 10:54:49,2021-08-03 08:07:28
21328522,001,,2021-08-02 02:51:31,,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,150,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-02 02:47:39,2021-10-01 12:09:54
21328884,002,21329291,2021-08-02 09:59:47,2021-08-02 10:01:51,Drug/Narcotic Violations,35A,No,PRO DANG DRUG 3,FC,None of these Apply,HRS 712-1243,Adult Arrested / Not Charged,No,170,Other/Unknown - Non Residence,Black,No,No,2021-08-02 09:56:56,2021-11-02 07:07:48
21329929,001,"21192609,21329930",2021-08-03 04:46:07,2021-08-03 04:46:46,Larceny / All Other Larceny,23H,No,THEFT 4,PM,None of these Apply,HRS 708-0833,Adult Arrested / Charged,No,651,Government/Public Bldgs,Tongan,No,No,2021-08-03 04:44:28,2021-09-03 20:48:20
21328899,001,,2021-08-02 10:50:21,2021-08-02 10:50:21,Destruction/Damage/Vandalism of Property,290,No,CPD 2,FC,None of these Apply,HRS 708-0821,Pending Further Development,No,350,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-02 10:06:30,2021-08-05 13:39:09
21328625,001,,2021-08-02 06:33:44,2021-08-02 06:37:44,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,165,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-02 06:30:30,2021-08-04 18:40:05
21328673,001,,2021-08-02 07:31:31,2021-08-02 07:31:31,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,174,Service/Gas Station,Unknown,Unknown,No,2021-08-02 06:46:36,2021-08-05 19:57:39
21328174,001,,2021-08-01 19:47:29,2021-08-01 19:51:40,Simple Assault,13B,No,ABUSE FAMILY,MD,Domestic Relationship,HRS 709-0906,Adult Arrested / Charged,Yes - Intimate,753,Park/Playground,Hawaiian,No,Yes,2021-08-01 19:45:00,2021-09-08 10:09:46
21329956,001,,,,Extortion/Blackmail,210,No,EXTORTION 1,FB,None of these Apply,HRS 707-0765,Pending Further Development,No,380,Cyberspace,White,Unknown,No,2021-08-03 06:35:03,2021-08-06 10:59:42
21328140,001,,2021-08-01 19:07:31,2021-08-01 19:08:21,All Other Offenses,90Z,No,DANGEROUS DOGS - PROHIB. ACTS,VL,None of these Apply,RO 07-07.02,Forwarded to Humane Society,No,762,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-01 19:05:11,2021-08-31 08:41:15
21328653,001,,2021-08-02 07:00:00,2021-08-02 07:06:33,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,755,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-02 06:57:24,2021-08-04 12:14:15
21328752,001,21328763,2021-08-02 08:27:57,2021-08-02 08:28:03,Simple Assault,13B,No,HARASSMENT,PM,None of these Apply,HRS 711-1106,Prosecutors / Victim Kokua,No,167,Other/Unknown - Residence,Unknown,No,No,2021-08-02 08:23:40,2021-08-05 06:57:36
21328897,001,,2021-08-02 10:27:29,2021-08-02 10:36:15,Trespass of Real Property,90J,No,CRIMINAL TRESPASS 2,PM,None of these Apply,HRS 708-0814,Citation Issued,No,852,Other/Unknown - Non Residence,Hawaiian,No,No,2021-08-02 10:22:10,2021-08-03 12:23:33
21328763,001,21328752,2021-08-02 08:27:57,2021-08-02 08:28:03,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Prosecutors / Victim Kokua,No,167,Other/Unknown - Residence,White,No,No,2021-08-02 08:23:40,2021-08-05 07:13:05
21328813,001,,2021-08-02 09:12:20,2021-08-02 09:19:08,Motor Vehicle Theft,240,No,THEFT 2 - AUTO,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,260,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-02 09:05:57,2021-08-19 17:25:09
21329170,001,,2021-08-02 13:48:04,2021-08-02 14:00:46,Motor Vehicle Theft,240,No,THEFT 2 - AUTO,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,383,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-02 13:42:35,2021-08-19 15:24:59
21328756,001,,2021-08-02 08:26:32,2021-08-02 08:36:16,Drug/Narcotic Violations,35A,No,PRO DET DRUG 3,PM,None of these Apply,HRS 712-1249,Adult Admin Closing,No,660,Hotel/Motel/Etc,Unknown,Unknown,No,2021-08-02 08:22:40,2021-08-29 18:51:47
21328992,001,,2021-08-02 11:49:29,2021-08-02 11:49:29,All Other Offenses,90Z,No,HARASSMENT,PM,None of these Apply,HRS 711-1106,Pending Further Development,No,170,Other/Unknown - Non Residence,Unknown,Unknown,No,2021-08-02 11:41:54,2021-08-11 12:57:19
21330020,001,,,,,,No,BIKE REGISTRATION,VL,None of these Apply,HRS 249-0014,Pending Further Development,No,562,Air/Bus/Train Terminal,,Unknown,No,2021-08-03 07:34:55,2021-08-05 09:39:19
21330020,002,,,,,,No,BIKE REGISTRATION,VL,None of these Apply,HRS 249-0014,Pending Further Development,No,562,Air/Bus/Train Terminal,,Unknown,No,2021-08-03 07:34:55,2021-08-05 09:39:19
21330020,004,,,,,,No,BIKE REGISTRATION,VL,None of these Apply,HRS 249-0014,Pending Further Development,No,562,Air/Bus/Train Terminal,,Unknown,No,2021-08-03 07:34:55,2021-08-05 09:39:19
21330020,005,,,,,,No,BIKE REGISTRATION,VL,None of these Apply,HRS 249-0014,Pending Further Development,No,562,Air/Bus/Train Terminal,,Unknown,No,2021-08-03 07:34:55,2021-08-05 09:39:19
21330020,006,,,,,,No,BIKE REGISTRATION,VL,None of these Apply,HRS 249-0014,Pending Further Development,No,562,Air/Bus/Train Terminal,,Unknown,No,2021-08-03 07:34:55,2021-08-05 09:39:19
21328633,001,"21328518,21328628",2021-08-02 06:35:06,2021-08-02 06:41:12,Burglary/Breaking & Entering,220,No,BURGLARY 2,FC,None of these Apply,HRS 708-0811,Pending Further Development,No,852,School - Elem/Middle/High,Unknown,Unknown,No,2021-08-02 06:25:37,2021-10-05 15:22:17
21328806,001,,2021-08-02 09:11:29,2021-08-02 09:14:12,Destruction/Damage/Vandalism of Property,290,No,CPD 2,FC,None of these Apply,HRS 708-0821,Pending Further Development,No,180,Shopping Mall,Unknown,Unknown,No,2021-08-02 09:03:30,2021-08-24 11:27:15
21327578,003,21328731,2021-08-01 10:55:59,2021-08-01 10:58:55,Simple Assault,13B,No,HARASSMENT,PM,None of these Apply,HRS 711-1106,Adult Complaint Withdrawn,No,852,Residence/Home,Unknown,Unknown,No,2021-08-01 10:51:11,2021-08-31 12:19:59
21328896,001,,2021-08-02 10:41:24,2021-08-02 10:41:24,False Pretenses/Swindle/Confidence Game,26A,No,FORGERY 2,FC,None of these Apply,HRS 708-0852,Pending Further Development,No,563,Other/Unknown - Non Residence,Unknown,Unknown,No,2021-08-02 10:18:17,2021-08-30 10:25:09
21328749,001,,2021-08-02 08:15:52,2021-08-02 08:20:30,Larceny / Theft of Motor Vehicle Parts or Accessories,23G,No,THEFT 4 - CATALYTIC CONVERTER,PM,None of these Apply,HRS 708-0833,Pending Further Development,No,653,Parking/Drop Lot/Garage,Unknown,Unknown,No,2021-08-02 08:10:58,2021-08-11 10:10:43
21328928,001,,2021-08-02 10:51:06,2021-08-02 10:56:18,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Adult Complaint Withdrawn,No,451,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-02 10:44:50,2021-08-04 09:14:48
21329171,001,,2021-08-02 14:16:59,2021-08-02 14:17:35,Credit Card/Automated Teller Machine Fraud,26B,No,FUCC,FC,None of these Apply,HRS 708-8100,Pending Further Development,No,658,Hotel/Motel/Etc,Unknown,Unknown,No,2021-08-02 13:59:05,2021-09-08 09:29:49
21328628,001,"21328518,21328633",2021-08-02 06:35:06,2021-08-02 06:41:12,Burglary/Breaking & Entering,220,No,BURGLARY 2,FC,None of these Apply,HRS 708-0811,Pending Further Development,No,852,School - Elem/Middle/High,Unknown,Unknown,No,2021-08-02 06:25:37,2021-10-05 15:23:16
21328854,001,,2021-08-02 09:42:38,2021-08-02 09:49:14,Credit Card/Automated Teller Machine Fraud,26B,No,FUCC,MD,None of these Apply,HRS 708-8100,Pending Further Development,No,566,Store - Grocery/Supermarket,Unknown,Unknown,No,2021-08-02 09:01:08,2021-09-10 10:15:55
21328905,004,21351910,2021-08-02 10:32:24,2021-08-02 10:33:11,Trespass of Real Property,90J,No,UNAUTH ENT 2ND,FC,None of these Apply,HRS 708-0812.6,Adult Complaint Withdrawn,No,567,Hwy/Street/Road/Alley/Sidewalk,White,No,Yes,2021-08-02 10:26:40,2021-10-27 09:47:11
21330041,001,,2021-08-03 07:58:55,2021-08-03 07:58:55,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Pending Further Development,No,374,Park/Playground,,Unknown,No,2021-08-03 07:55:18,2021-08-04 08:45:38
21328859,001,21328832,2021-08-02 09:38:42,,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,759,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-02 09:36:31,2021-08-05 09:19:49
21327523,001,21327499,2021-08-01 09:21:48,2021-08-01 09:28:02,Larceny / All Other Larceny,23H,No,THEFT 3,MD,Domestic Relationship,HRS 708-0832,Pending Further Development,Yes - Non Intimate,152,Residence/Home,Unknown,Unknown,No,2021-08-01 09:14:16,2021-08-26 09:16:40
21327745,001,,2021-08-01 13:20:17,2021-08-01 13:20:54,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,754,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-01 13:18:22,2021-08-19 13:32:45
21330079,001,,2021-08-03 08:07:09,2021-08-03 08:08:37,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Pending Further Development,No,363,Park/Playground,Unknown,Unknown,No,2021-08-03 07:42:16,2021-08-04 12:14:25
21329179,001,,2021-08-02 13:57:51,2021-08-02 14:25:50,Burglary/Breaking & Entering,220,No,BURGLARY 2,FC,None of these Apply,HRS 708-0811,Pending Further Development,No,167,Construction Site - Non Res,Unknown,Unknown,No,2021-08-02 13:48:53,2021-09-17 13:17:28
21330063,001,,2021-08-03 08:04:09,2021-08-03 08:06:50,Simple Assault,13B,No,ASSAULT 2,FC,None of these Apply,HRS 707-0711,Pending Further Development,No,178,Hwy/Street/Road/Alley/Sidewalk,White,Unknown,No,2021-08-03 08:00:12,2021-08-08 09:12:35
21328759,001,,2021-08-02 08:30:14,,Larceny / Theft From Motor Vehicle,23F,No,UEMV 1,FC,None of these Apply,HRS 708-0836.5,Pending Further Development,No,750,Hwy/Street/Road/Alley/Sidewalk,Unknown,Unknown,No,2021-08-02 08:28:43,2021-08-19 14:00:28
21327966,001,21327903,2021-08-01 16:37:44,2021-08-01 16:40:02,Motor Vehicle Theft,240,No,THEFT 2 - AUTO,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,262,Residence/Home,Unknown,Unknown,No,2021-08-01 16:33:54,2021-08-27 20:53:30
21281901,003,,2021-07-01 18:41:49,2021-07-01 18:41:49,All Other Offenses,90Z,No,TRO-HARASSMENT VIOLATION,MD,None of these Apply,HRS 604-0010.5,Adult Arrested / Charged,No,651,Residence/Home,Hawaiian,No,No,2021-07-01 18:41:49,2021-08-15 18:22:39
21329111,001,,2021-08-02 13:21:25,,Burglary/Breaking & Entering,220,No,BURGLARY 1,FB,None of these Apply,HRS 708-0810,Pending Further Development,No,563,Residence/Home,Unknown,Unknown,No,2021-08-02 13:01:54,2021-08-25 11:07:39
21329111,002,,2021-08-02 13:21:25,,Motor Vehicle Theft,240,No,THEFT 2 - AUTO,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,563,Residence/Home,Unknown,Unknown,No,2021-08-02 13:01:54,2021-08-25 11:07:39
21328922,001,,,,Robbery,120,No,EXTORTION 1,FB,None of these Apply,HRS 707-0765,Pending Further Development,No,570,Residence/Home,Unknown,Unknown,No,2021-08-02 11:04:29,2021-08-30 11:12:34
21330081,001,,2021-08-03 08:30:29,2021-08-03 08:30:29,Liquor Law Violations,90G,No,INTOX. LIQUOR IN PUBLIC,PM,None of these Apply,RO 40-01.02,Citation Issued,No,154,Hwy/Street/Road/Alley/Sidewalk,White,No,No,2021-08-03 08:30:29,2021-08-03 10:00:32
21329021,001,,2021-08-02 11:10:31,2021-08-02 11:10:31,Larceny / All Other Larceny,23H,No,THEFT 2,FC,None of these Apply,HRS 708-0831,Pending Further Development,No,179,Cyberspace,Unknown,Unknown,No,2021-08-02 10:59:56,2021-08-16 12:54:01
21330091,001,,2021-08-03 08:42:06,2021-08-03 08:42:06,All Other Offenses,90Z,No,CPD 4,PM,None of these Apply,HRS 708-0823,Adult Complaint Withdrawn,No,455,School - Elem/Middle/High,Unknown,Unknown,No,2021-08-03 08:21:04,2021-08-03 09:49:26
21328724,001,,2021-08-02 08:06:30,2021-08-02 08:09:19,Burglary/Breaking & Entering,220,No,BURGLARY 2,FC,None of these Apply,HRS 708-0811,Adult Complaint Withdrawn,No,754,Store - Specialty,Unknown,Unknown,No,2021-08-02 08:03:02,2021-08-10 10:54:09
21159269,002,,2021-04-15 10:49:46,2021-04-15 10:49:46,Trespass of Real Property,90J,No,CRIMINAL TRESPASS 2,PM,None of these Apply,HRS 708-0814,Citation Issued,No,467,Shopping Mall,White,No,No,2021-04-15 10:49:46,2021-08-04 06:28:12
21330067,001,21333692,2021-08-03 08:18:05,2021-08-03 08:18:05,All Other Offenses,90Z,No,CPD 3,MD,None of these Apply,HRS 708-0822,Adult Complaint Withdrawn,No,150,Residence/Home,White,No,No,2021-08-03 08:07:01,2021-08-13 09:05:34
21328644,001,,2021-08-02 06:32:41,2021-08-02 06:35:32,Burglary/Breaking & Entering,220,No,BURGLARY 2,FC,None of these Apply,HRS 708-0811,Pending Further Development,No,374,Park/Playground,Unknown,Unknown,No,2021-08-02 06:29:58,2021-08-09 12:20:57
